Date,Close,InSignal,Entry,ExSignal,Exit,Position,StopLevel,MTM,Equity
2014-04-09,161.3044,,,PNL,161.3044,139.0,152.9937,136.6158,22424.0181
2014-04-10,157.916,,,,,,,0.0,22424.0181
2014-04-11,156.4935,PCT-0.005,157.0367,,,142.0,150.2205,-77.1315,22346.8867
2014-04-14,157.7264,,,PNL,157.7264,142.0,150.4782,97.9361,22521.9542
2014-04-15,158.8127,,,,,,,0.0,22521.9542
2014-04-16,160.4767,,,,,,,0.0,22521.9542
2014-04-17,160.7009,,,,,,,0.0,22521.9542
2014-04-21,161.2613,,,,,,,0.0,22521.9542
2014-04-22,161.9941,,,,,,,0.0,22521.9542
2014-04-23,161.6148,,,,,,,0.0,22521.9542
2014-04-24,161.9425,,,,,,,0.0,22521.9542
2014-04-25,160.6147,,,,,,,0.0,22521.9542
2014-04-28,161.1234,PCT-0.005,161.27,,,139.0,158.0327,-20.3732,22501.581
2014-04-29,161.8735,,,PNL,161.8735,139.0,158.3541,83.8851,22605.8393
2014-04-30,162.3563,,,,,,,0.0,22605.8393
2014-05-01,162.3735,,,,,,,0.0,22605.8393
2014-05-02,162.1407,,,,,,,0.0,22605.8393
2014-05-05,162.4511,,,,,,,0.0,22605.8393
2014-05-06,161.0371,,,,,,,0.0,22605.8393
2014-05-07,161.9856,PCT-0.005,161.5803,PNL,161.9856,139.0,158.5264,56.3259,22662.1653
2014-05-08,161.8131,,,,,,,0.0,22662.1653
2014-05-09,162.0545,,,,,,,0.0,22662.1653
2014-05-12,163.6323,,,,,,,0.0,22662.1653
2014-05-13,163.7789,,,,,,,0.0,22662.1653
2014-05-14,163.003,,,,,,,0.0,22662.1653
2014-05-15,161.5717,,,,,,,0.0,22662.1653
2014-05-16,162.1321,PCT-0.005,161.6665,PNL,162.1321,140.0,158.3786,65.1817,22727.3469
2014-05-19,162.727,,,,,,,0.0,22727.3469
2014-05-20,161.701,,,,,,,0.0,22727.3469
2014-05-21,163.0632,PCT-0.005,162.1666,PNL,163.0632,140.0,159.1989,125.5328,22852.8797
2014-05-22,163.4599,,,,,,,0.0,22852.8797
2014-05-23,164.1151,,,,,,,0.0,22852.8797
2014-05-27,165.1239,,,,,,,0.0,22852.8797
2014-05-28,165.0031,,,,,,,0.0,22852.8797
2014-05-29,165.8567,,,,,,,0.0,22852.8797
2014-05-30,166.124,,,,,,,0.0,22852.8797
2014-06-02,166.3137,,,,,,,0.0,22852.8797
2014-06-03,166.2274,,,,,,,0.0,22852.8797
2014-06-04,166.5637,,,,,,,0.0,22852.8797
2014-06-05,167.65,,,,,,,0.0,22852.8797
2014-06-06,168.4519,,,,,,,0.0,22852.8797
2014-06-09,168.6243,,,,,,,0.0,22852.8797
2014-06-10,168.6416,,,,,,,0.0,22852.8797
2014-06-11,168.0552,,,,,,,0.0,22852.8797
2014-06-12,166.8654,,,,,,,0.0,22852.8797
