+------------+--------+----------+--------+----------+--------+----------+-----------+----------+----------+
|    Date    |  Close | InSignal |  Entry | ExSignal |   Exit | Position | StopLevel |      MTM |   Equity |
| 2000-04-26 |  97.50 |   LEX    |  98.49 |          |        |      100 |     88.71 |   -98.80 |  9793.25 |
| 2000-04-27 |  97.17 |          |        |          |        |      100 |     88.71 |  -131.04 |  9761.01 |
| 2000-04-28 |  96.57 |          |        |          |        |      100 |     88.77 |  -191.35 |  9700.70 |
| 2000-05-01 |  97.88 |          |        |          |        |      100 |     88.84 |   -60.32 |  9831.73 |
| 2000-05-02 |  95.93 |          |        |          |        |      100 |     89.07 |  -255.83 |  9636.22 |
| 2000-05-03 |  93.68 |          |        |          |        |      100 |     89.29 |  -480.46 |  9411.59 |
| 2000-05-04 |  94.39 |          |        |          |        |      100 |     89.47 |  -409.75 |  9482.30 |
| 2000-05-05 |  95.53 |          |        |          |        |      100 |     89.82 |  -295.35 |  9596.70 |
| 2000-05-08 |  94.81 |          |        |          |        |      100 |     90.23 |  -367.11 |  9524.94 |
| 2000-05-09 |  94.06 |          |        |          |        |      100 |     90.46 |  -443.03 |  9449.02 |
| 2000-05-10 |  91.93 |          |        |          |        |      100 |     90.51 |  -655.18 |  9236.87 |
| 2000-05-11 |  94.03 |          |        |  EXPIRY  |  94.03 |      100 |     90.62 |  -445.10 |  9446.95 |
| 2000-05-12 |  95.05 |          |        |          |        |          |           |          |  9446.95 |
| 2000-05-15 |  96.70 |          |        |          |        |          |           |          |  9446.95 |
| 2000-05-16 |  97.63 |          |        |          |        |          |           |          |  9446.95 |
| 2000-05-17 |  96.61 |   LEX    |  96.97 |          |        |       97 |     89.48 |   -34.30 |  9412.65 |
| 2000-05-18 |  95.43 |          |        |          |        |       97 |     89.85 |  -149.30 |  9297.65 |
| 2000-05-19 |  93.93 |          |        |          |        |       97 |     89.87 |  -294.56 |  9152.38 |
| 2000-05-22 |  93.22 |          |        |          |        |       97 |     89.88 |  -363.16 |  9083.79 |
| 2000-05-23 |  91.85 |          |        |          |        |       97 |     89.88 |  -496.32 |  8950.63 |
| 2000-05-24 |  93.35 |          |        |          |        |       97 |     90.09 |  -351.05 |  9095.89 |
| 2000-05-25 |  91.75 |          |        |          |        |       97 |     90.09 |  -506.40 |  8940.54 |
| 2000-05-26 |  91.85 |          |        |          |        |       97 |     90.09 |  -496.32 |  8950.63 |
| 2000-05-30 |  94.85 |          |        |          |        |       97 |     90.09 |  -205.79 |  9241.16 |
| 2000-05-31 |  95.05 |          |        |          |        |       97 |     90.09 |  -185.61 |  9261.33 |
| 2000-06-01 |  96.72 |          |        |          |        |       97 |     90.09 |   -24.21 |  9422.74 |
| 2000-06-02 |  98.40 |          |        |   PNL    |  98.40 |       97 |     91.72 |   139.21 |  9586.16 |
| 2000-06-05 |  97.92 |   LEX    |  98.15 |          |        |       97 |     91.34 |   -22.19 |  9563.96 |
| 2000-06-06 |  97.49 |          |        |          |        |       97 |     91.62 |   -64.56 |  9521.59 |
| 2000-06-07 |  98.16 |          |        |   PNL    |  98.16 |       97 |     91.80 |     1.01 |  9587.17 |
| 2000-06-08 |  97.78 |          |        |          |        |          |           |          |  9587.17 |
| 2000-06-09 |  97.57 |          |        |          |        |          |           |          |  9587.17 |
| 2000-06-12 |  96.43 |          |        |          |        |          |           |          |  9587.17 |
| 2000-06-13 |  98.24 |          |        |          |        |          |           |          |  9587.17 |
| 2000-06-14 |  98.40 |   LEX    |  98.67 |          |        |       97 |     92.89 |   -26.23 |  9560.94 |
| 2000-06-15 |  98.61 |          |        |          |        |       97 |     92.97 |    -6.06 |  9581.11 |
| 2000-06-16 |  97.80 |          |        |          |        |       97 |     93.05 |   -84.64 |  9502.53 |
| 2000-06-19 |  99.05 |          |        |   PNL    |  99.05 |       97 |     93.55 |    36.69 |  9623.86 |
| 2000-06-20 |  98.70 |          |        |          |        |          |           |          |  9623.86 |
| 2000-06-21 |  98.65 |          |        |          |        |          |           |          |  9623.86 |
| 2000-06-22 |  97.15 |          |        |          |        |          |           |          |  9623.86 |
| 2000-06-23 |  96.32 |          |        |          |        |          |           |          |  9623.86 |
| 2000-06-26 |  97.56 |          |        |          |        |          |           |          |  9623.86 |
| 2000-06-27 |  96.84 |          |        |          |        |          |           |          |  9623.86 |
| 2000-06-28 |  97.11 |          |        |          |        |          |           |          |  9623.86 |
| 2000-06-29 |  96.19 |          |        |          |        |          |           |          |  9623.86 |
| 2000-06-30 |  96.92 |          |        |          |        |          |           |          |  9623.86 |
