InDate,ExDate,Position,Duration,InSignal,Entry,ExSignal,Exit,DollarBase,Value,TradeRtn,PNL
2009-10-02,2009-10-02,172,0,MA-0.002,80.236,PNL,80.6056,13878.6243,63.5785,0.0046,3942.2027
2009-10-29,2009-10-29,168,0,MA-0.002,82.7291,PNL,83.8774,13942.2027,192.9061,0.0138,4135.1089
2009-11-02,2009-11-02,172,0,MA-0.002,81.8954,PNL,82.0449,14135.1089,25.7019,0.0018,4160.8108
2009-11-05,2009-11-05,170,0,MA-0.002,83.0987,PNL,84.0346,14160.8108,159.1034,0.0112,4319.9142
2010-01-25,2010-02-02,164,6,MA-0.002,87.1438,PNL,87.2782,14319.9142,22.0447,0.0015,4341.9589
2010-02-04,2010-02-12,166,6,MA-0.002,86.1713,EXPIRY,85.428,14341.9589,-123.3855,-0.0086,4218.5735
2010-05-05,2010-05-05,153,0,MA-0.002,92.5444,PNL,92.7508,14218.5735,31.5839,0.0022,4250.1573
2010-05-07,2010-05-10,159,1,MA-0.002,89.432,PNL,92.2268,14250.1573,444.3606,0.0312,4694.5179
2010-05-14,2010-05-20,160,4,MA-0.002,91.4011,STOP_OUT,85.3828,14694.5179,-962.9192,-0.0655,3731.5987
2010-05-21,2010-05-21,163,0,MA-0.002,84.0886,PNL,86.6293,13731.5987,414.1312,0.0302,4145.7299
2010-05-25,2010-05-25,169,0,MA-0.002,83.4535,PNL,85.6051,14145.7299,363.6272,0.0257,4509.3572
2010-05-27,2010-05-27,167,0,MA-0.002,86.6929,PNL,87.9394,14509.3572,208.1692,0.0143,4717.5264
2010-06-01,2010-06-02,171,1,MA-0.002,86.0259,PNL,87.598,14717.5264,268.824,0.0183,4986.3504
2010-06-08,2010-06-08,178,0,MA-0.002,83.8187,PNL,84.6524,14986.3504,148.3917,0.0099,5134.7422
2010-06-30,2010-07-07,182,4,MA-0.002,82.9012,PNL,84.6483,15134.7422,317.9707,0.021,5452.7129
2010-08-20,2010-08-30,180,6,MA-0.002,85.805,EXPIRY,84.0101,15452.7129,-323.0806,-0.0209,5129.6323
2010-08-31,2010-08-31,180,0,MA-0.002,83.699,PNL,84.0101,15129.6323,56.0014,0.0037,5185.6337
2010-11-24,2010-11-24,158,0,MA-0.002,95.5998,PNL,96.4018,15185.6337,126.7178,0.0083,5312.3515
2010-11-29,2010-11-29,161,0,MA-0.002,95.0384,PNL,95.5677,15312.3515,85.2217,0.0056,5397.5732
2011-03-08,2011-03-08,145,0,MA-0.002,106.132,PNL,106.8899,15397.5732,109.8891,0.0071,5507.4623
2011-03-17,2011-03-18,150,1,MA-0.002,103.1974,PNL,103.4513,15507.4623,38.0933,0.0025,5545.5556
2011-03-21,2011-03-21,148,0,MA-0.002,104.7388,PNL,105.0546,15545.5556,46.7377,0.003,5592.2933
2011-03-23,2011-03-23,149,0,MA-0.002,104.3987,PNL,104.9898,15592.2933,88.0757,0.0056,5680.369
2011-04-19,2011-04-19,148,0,MA-0.002,105.8805,PNL,106.3258,15680.369,65.9133,0.0042,5746.2824
2011-05-17,2011-05-17,146,0,MA-0.002,107.4433,PNL,107.8319,15746.2824,56.746,0.0036,5803.0284
2011-05-25,2011-05-25,148,0,MA-0.002,106.4149,PNL,107.2004,15803.0284,116.2451,0.0074,5919.2734
2011-06-07,2011-06-15,151,6,MA-0.002,105.0222,EXPIRY,102.8521,15919.2734,-327.6811,-0.0206,5591.5924
2011-06-16,2011-06-16,151,0,MA-0.002,102.8845,PNL,103.0789,15591.5924,29.3447,0.0019,5620.9371
2011-06-20,2011-06-20,151,0,MA-0.002,103.0365,PNL,103.9154,15620.9371,132.7057,0.0085,5753.6428
2011-07-19,2011-07-19,147,0,MA-0.002,106.8774,PNL,108.0085,15753.6428,166.2728,0.0106,5919.9155
2011-08-03,2011-08-03,155,0,MA-0.002,102.2554,PNL,102.6704,15919.9155,64.3266,0.004,5984.2422
2011-08-05,2011-08-08,161,1,MA-0.002,99.0817,STOP_OUT,91.3511,15984.2422,-1244.6256,-0.0779,4739.6166
2011-08-09,2011-08-09,158,0,MA-0.002,92.824,PNL,95.5989,14739.6166,438.4301,0.0297,5178.0467
2011-08-11,2011-08-11,164,0,MA-0.002,92.1649,PNL,95.4768,15178.0467,543.1593,0.0358,5721.206
2011-08-15,2011-08-15,162,0,MA-0.002,96.9904,PNL,98.154,15721.206,188.5124,0.012,5909.7184
2011-08-18,2011-08-24,167,4,MA-0.002,94.8014,PNL,96.0871,15909.7184,214.7144,0.0135,6124.4328
2011-09-22,2011-09-23,174,1,MA-0.002,92.6335,PNL,92.8707,16124.4328,41.2706,0.0026,6165.7034
2011-09-29,2011-10-07,168,6,MA-0.002,95.7418,EXPIRY,94.6457,16165.7034,-184.1408,-0.0114,5981.5626
2011-11-11,2011-11-11,155,0,MA-0.002,102.9234,PNL,103.6023,15981.5626,105.2301,0.0066,6086.7926
2011-11-18,2011-11-29,160,6,MA-0.002,100.1996,EXPIRY,98.1956,16086.7926,-320.6412,-0.0199,5766.1515
2011-12-15,2011-12-20,156,3,MA-0.002,100.6332,PNL,102.0122,15766.1515,215.1298,0.0136,5981.2813
2012-04-11,2012-04-12,140,1,MA-0.002,113.5046,PNL,114.7448,15981.2813,173.6239,0.0109,6154.9051
2012-04-16,2012-04-17,141,1,MA-0.002,113.9594,PNL,114.9845,16154.9051,144.5471,0.0089,6299.4522
2012-05-11,2012-05-11,145,0,MA-0.002,111.7519,PNL,112.1157,16299.4522,52.7467,0.0032,6352.1989
2012-05-15,2012-05-23,147,6,MA-0.002,110.8012,EXPIRY,109.3544,16352.1989,-212.6812,-0.013,6139.5178
2012-05-25,2012-05-29,147,1,MA-0.002,109.528,PNL,110.5366,16139.5178,148.2734,0.0092,6287.7912
2012-06-04,2012-06-05,153,1,MA-0.002,106.1466,PNL,106.7088,16287.7912,86.0136,0.0053,6373.8048
2012-11-05,2012-11-05,138,0,MA-0.002,118.0938,PNL,118.5115,16373.8048,57.6475,0.0035,6431.4523
2012-11-08,2012-11-16,140,6,MA-0.002,116.7153,EXPIRY,113.9331,16431.4523,-389.5038,-0.0237,6041.9484
2013-06-05,2013-06-07,116,2,MA-0.002,137.8337,PNL,139.2789,16041.9484,167.6406,0.0105,6209.589
2013-06-13,2013-06-13,118,0,MA-0.002,136.6251,PNL,138.7802,16209.589,254.3032,0.0157,6463.8922
2013-06-21,2013-06-26,121,3,MA-0.002,135.6319,PNL,136.0567,16463.8922,51.3996,0.0031,6515.2919
2013-08-16,2013-08-22,117,4,MA-0.002,141.0863,PNL,141.0864,16515.2919,0.0035,0.0,6515.2953
2013-08-28,2013-08-28,119,0,MA-0.002,138.7074,PNL,139.2597,16515.2953,65.7184,0.004,6581.0137
2013-10-04,2013-10-04,115,0,MA-0.002,143.2169,PNL,144.1902,16581.0137,111.9269,0.0068,6692.9406
2013-10-09,2013-10-10,117,1,MA-0.002,141.5521,PNL,144.4292,16692.9406,336.6193,0.0202,7029.5599
2014-01-27,2014-01-28,110,1,MA-0.002,153.7028,PNL,153.7114,17029.5599,0.9444,0.0001,7030.5043
2014-01-30,2014-01-30,110,0,MA-0.002,153.5054,PNL,153.8487,17030.5043,37.769,0.0022,7068.2733
2014-02-04,2014-02-04,113,0,MA-0.002,150.1748,PNL,150.5525,17068.2733,42.679,0.0025,7110.9523
2014-04-14,2014-04-14,108,0,MA-0.002,157.7178,PNL,157.7264,17110.9523,0.9321,0.0001,7111.8844
2014-08-04,2014-08-04,102,0,MA-0.002,167.0846,PNL,167.9682,17111.8844,90.1306,0.0053,7202.015
2014-08-06,2014-08-06,103,0,MA-0.002,165.5599,PNL,166.3916,17202.015,85.6613,0.005,7287.6763
2014-08-08,2014-08-08,104,0,MA-0.002,165.8631,PNL,167.4052,17287.6763,160.3707,0.0093,7448.047
