InDate,ExDate,Position,Duration,InSignal,Entry,ExSignal,Exit,DollarBase,Value,TradeRtn,PNL
2000-10-26,2000-10-27,126,1,NDAY,91.7125,PNL,93.1547,11615.7488,181.7184,0.0156,1797.4672
2000-11-30,2000-12-04,133,2,NDAY,88.6192,PNL,89.1835,11797.4672,75.0565,0.0064,1872.5237
2000-12-14,2000-12-20,130,4,NDAY,90.8765,STOP_OUT,84.6981,11872.5237,-803.1927,-0.0677,1069.3309
2000-12-21,2000-12-21,130,0,NDAY,84.5304,PNL,85.2851,11069.3309,98.1156,0.0089,1167.4466
2001-01-04,2001-01-12,123,6,NDAY,90.5263,EXPIRY,88.5556,11167.4466,-242.3965,-0.0217,925.05
2001-02-15,2001-02-15,122,0,NDAY,89.1192,PNL,89.4546,10925.05,40.9234,0.0037,965.9735
2001-02-22,2001-02-26,129,2,NDAY,84.7652,PNL,85.6172,10965.9735,109.9115,0.01,1075.8849
2001-03-01,2001-03-01,133,0,NDAY,83.2221,PNL,83.5911,11075.8849,49.0746,0.0044,1124.9595
2001-03-08,2001-03-08,130,0,NDAY,84.9329,PNL,85.2818,11124.9595,45.3512,0.0041,1170.3107
2001-03-22,2001-03-23,148,1,NDAY,75.3538,PNL,77.0086,11170.3107,244.9128,0.0219,1415.2235
2001-04-05,2001-04-05,149,0,NDAY,76.2149,PNL,77.3921,11415.2235,175.4019,0.0154,1590.6254
2001-04-26,2001-04-27,139,1,NDAY,83.231,PNL,84.61,11590.6254,191.6842,0.0165,1782.3097
2001-05-10,2001-05-16,137,4,NDAY,85.6055,PNL,86.7424,11782.3097,155.749,0.0132,1938.0587
2001-05-24,2001-05-24,137,0,NDAY,87.0921,PNL,87.1998,11938.0587,14.7452,0.0012,1952.8038
2001-05-31,2001-05-31,141,0,NDAY,84.3745,PNL,84.7243,11952.8038,49.3211,0.0041,2002.1249
2001-06-21,2001-06-21,145,0,NDAY,82.4491,PNL,83.5284,12002.1249,156.5062,0.013,2158.6311
2001-07-12,2001-07-12,150,0,NDAY,80.6141,PNL,81.7542,12158.6311,171.0099,0.0141,2329.641
2001-07-26,2001-07-26,153,0,NDAY,80.3173,PNL,81.1875,12329.641,133.1449,0.0108,2462.7858
2001-08-16,2001-08-16,156,0,NDAY,79.4673,PNL,80.0407,12462.7858,89.4513,0.0072,2552.2372
2001-08-23,2001-08-24,159,1,NDAY,78.9007,PNL,80.2903,12552.2372,220.9552,0.0176,2773.1924
2001-08-30,2001-09-07,164,5,NDAY,77.4773,STOP_OUT,73.342,12773.1924,-678.1812,-0.0531,2095.0112
2001-09-20,2001-09-24,178,2,NDAY,67.7294,PNL,68.1867,12095.0112,81.3983,0.0067,2176.4096
2001-10-11,2001-10-11,165,0,NDAY,73.7729,PNL,74.4839,12176.4096,117.3122,0.0096,2293.7217
2001-10-25,2001-10-25,168,0,NDAY,72.7572,PNL,74.8699,12293.7217,354.9226,0.0289,2648.6444
2001-11-01,2001-11-01,175,0,NDAY,72.1817,PNL,73.475,12648.6444,226.3295,0.0179,2874.9739
2001-11-29,2001-11-29,167,0,NDAY,76.9622,PNL,77.7816,12874.9739,136.827,0.0106,3011.8009
2001-12-13,2001-12-17,169,2,NDAY,76.82,PNL,77.3956,13011.8009,97.272,0.0075,3109.0729
2001-12-27,2001-12-27,167,0,NDAY,78.3412,PNL,78.8576,13109.0729,86.2365,0.0066,3195.3094
2002-01-03,2002-01-03,167,0,NDAY,78.579,PNL,79.3876,13195.3094,135.0282,0.0102,3330.3377
2002-01-10,2002-01-10,169,0,NDAY,78.6062,PNL,78.8712,13330.3377,44.7829,0.0034,3375.1206
2002-01-24,2002-01-28,173,2,NDAY,77.2133,PNL,77.3628,13375.1206,25.8605,0.0019,3400.9811
2002-01-31,2002-01-31,175,0,NDAY,76.201,PNL,76.9008,13400.9811,122.4719,0.0091,3523.453
2002-02-07,2002-02-08,183,1,NDAY,73.8704,PNL,74.8013,13523.453,170.3457,0.0126,3693.7987
2002-02-21,2002-02-25,183,2,NDAY,74.6926,PNL,75.7253,13693.7987,188.9983,0.0138,3882.797
2002-02-28,2002-03-01,182,1,NDAY,75.9835,PNL,77.2813,13882.797,236.1869,0.017,4118.9838
2002-04-04,2002-04-04,184,0,NDAY,76.7259,PNL,76.7736,14118.9838,8.7765,0.0006,4127.7603
2002-04-11,2002-04-16,183,3,NDAY,76.9235,PNL,77.1347,14127.7603,38.6598,0.0027,4166.4201
2002-04-25,2002-04-25,190,0,NDAY,74.4159,PNL,74.5931,14166.4201,33.6613,0.0024,4200.0814
2002-05-09,2002-05-14,191,3,NDAY,74.0343,PNL,75.1041,14200.0814,204.3353,0.0144,4404.4167
2002-05-23,2002-05-23,193,0,NDAY,74.45,PNL,75.0224,14404.4167,110.4689,0.0077,4514.8855
2002-05-30,2002-05-30,199,0,NDAY,72.6034,PNL,72.91,14514.8855,61.0196,0.0042,4575.9051
2002-06-13,2002-06-17,209,2,NDAY,69.5916,PNL,70.9476,14575.9051,283.4033,0.0194,4859.3084
2002-06-27,2002-06-27,220,0,NDAY,67.353,PNL,67.989,14859.3084,139.9029,0.0094,4999.2113
2002-07-11,2002-07-11,239,0,NDAY,62.7443,PNL,63.5033,14999.2113,181.4018,0.0121,5180.6132
2002-07-18,2002-07-26,244,6,NDAY,62.0195,EXPIRY,58.5322,15180.6132,-850.8991,-0.0561,4329.7141
2002-08-15,2002-08-15,225,0,NDAY,63.4828,PNL,63.9341,14329.7141,101.5424,0.0071,4431.2564
2002-08-22,2002-08-22,221,0,NDAY,65.2948,PNL,66.1085,14431.2564,179.8292,0.0125,4611.0856
2002-08-29,2002-08-29,234,0,NDAY,62.4093,PNL,63.0042,14611.0856,139.2054,0.0095,4750.291
2002-09-05,2002-09-05,243,0,NDAY,60.5083,PNL,60.7066,14750.291,48.1865,0.0033,4798.4775
2002-09-19,2002-09-26,251,5,NDAY,58.7989,PNL,58.8839,14798.4775,21.3362,0.0014,4819.8136
2002-10-31,2002-11-01,240,1,NDAY,61.5832,PNL,62.0021,14819.8136,100.55,0.0068,4920.3636
2002-12-05,2002-12-13,234,6,NDAY,63.6918,EXPIRY,61.3634,14920.3636,-544.8498,-0.0365,4375.5139
2002-12-19,2002-12-20,234,1,NDAY,61.3703,PNL,62.1135,14375.5139,173.9271,0.0121,4549.441
2003-01-09,2003-01-09,229,0,NDAY,63.3767,PNL,64.06,14549.441,156.4815,0.0108,4705.9224
2003-01-23,2003-01-30,240,5,NDAY,61.2577,STOP_OUT,58.2759,14705.9224,-715.6294,-0.0487,3990.2931
2003-02-13,2003-02-13,246,0,NDAY,56.7022,PNL,56.8402,13990.2931,33.9592,0.0024,4024.2523
2003-03-06,2003-03-07,245,1,NDAY,57.1992,PNL,57.5098,14024.2523,76.0977,0.0054,4100.3499
2003-03-13,2003-03-13,248,0,NDAY,56.7229,PNL,57.8825,14100.3499,287.5763,0.0204,4387.9263
2003-04-10,2003-04-10,238,0,NDAY,60.3543,PNL,60.6454,14387.9263,69.2733,0.0048,4457.1996
2003-05-01,2003-05-02,226,1,NDAY,63.7016,PNL,64.5955,14457.1996,202.0327,0.014,4659.2322
2003-05-22,2003-05-22,227,0,NDAY,64.4153,PNL,64.845,14659.2322,97.5343,0.0067,4756.7665
2003-06-19,2003-06-27,209,6,NDAY,70.4376,EXPIRY,67.9239,14756.7665,-525.3584,-0.0356,4231.4081
2003-07-17,2003-07-18,206,1,NDAY,68.9602,PNL,69.2106,14231.4081,51.5775,0.0036,4282.9856
2003-07-31,2003-08-05,205,3,NDAY,69.5375,STOP_OUT,67.0615,14282.9856,-507.5786,-0.0355,3775.407
2003-08-07,2003-08-07,203,0,NDAY,67.5831,PNL,68.1604,13775.407,117.1871,0.0085,3892.5941
2003-09-11,2003-09-11,195,0,NDAY,71.012,PNL,71.1232,13892.5941,21.7,0.0016,3914.2941
2003-10-02,2003-10-02,195,0,NDAY,71.1659,PNL,71.529,13914.2941,70.7959,0.0051,3985.09
2003-11-06,2003-11-06,189,0,NDAY,73.7283,PNL,74.2868,13985.09,105.5655,0.0075,4090.6554
2003-11-20,2003-11-21,194,1,NDAY,72.6111,PNL,72.7577,14090.6554,28.4461,0.002,4119.1016
2003-12-04,2003-12-04,188,0,NDAY,74.8244,PNL,75.1246,14119.1016,56.4412,0.004,4175.5428
2003-12-11,2003-12-11,190,0,NDAY,74.4823,PNL,75.355,14175.5428,165.8187,0.0117,4341.3615
2004-01-15,2004-01-15,180,0,NDAY,79.6674,PNL,79.8147,14341.3615,26.5161,0.0018,4367.8775
2004-01-22,2004-01-26,177,2,NDAY,80.7687,PNL,81.2808,14367.8775,90.641,0.0063,4458.5185
2004-01-29,2004-02-02,181,2,NDAY,79.6604,PNL,79.948,14458.5185,52.0613,0.0036,4510.5798
2004-03-04,2004-03-04,178,0,NDAY,81.1756,PNL,81.365,14510.5798,33.7133,0.0023,4544.293
2004-03-11,2004-03-12,184,1,NDAY,78.8467,PNL,78.9729,14544.293,23.2322,0.0016,4567.5253
2004-03-25,2004-03-25,187,0,NDAY,77.4899,PNL,78.1375,14567.5253,121.1061,0.0083,4688.6314
2004-04-15,2004-04-16,183,1,NDAY,79.8622,PNL,80.1297,14688.6314,48.9485,0.0033,4737.58
2004-04-22,2004-04-22,186,0,NDAY,79.1794,PNL,80.4254,14737.58,231.7518,0.0157,4969.3318
2004-05-06,2004-05-14,189,6,NDAY,78.8556,EXPIRY,77.4618,14969.3318,-263.4335,-0.0176,4705.8983
2004-07-08,2004-07-13,186,3,NDAY,78.9951,PNL,79.0304,14705.8983,6.5696,0.0004,4712.4679
